,ID,Comp,Abstract,Importance,,实验二模型评估等级
4574,5424,UI,bracket match rectangle be ,P3 normal (vote)  ,,3
4576,5426,Core,codeassist return completion ,P3 normal (vote)  ,,3
4577,5427,Doc,workbench help eclipse appear error ,P3 normal (vote)  ,,3
4578,5428,UI,font jfacefontsproperties ,P3 normal (vote)  ,,3
4584,5434,UI,tvt hardcoded string newwizardsregistryreaderjava ,P3 normal (vote)  ,,3
4601,5451,UI,package view work set turn ,P3 normal (vote)  ,,3
4603,5453,Core,dcr code assist type ,P3 normal (vote)  ,,3
4604,5454,Core,code assist add code inner class ,P3 normal (vote)  ,,3
4607,5457,UI,viewer expand state itreeviewerlistenertreeexpanded be call ,P3 normal (vote)  ,,3
4611,5461,SWT,need help column size ,P3 normal (vote)  ,,3
4614,5464,UserAssistance,ec help content action do use preference setting ,P3 normal (vote)  ,,3
4618,5468,UI,workbench hang workbench ,P3 normal (vote)  ,,3
4623,5473,UI,behavior tab space ,P3 normal (vote)  ,,3
4625,5475,UI,cause loss context call method view ,P3 normal (vote)  ,,3
4631,5481,UI,move class ,P3 normal (vote)  ,,3
4637,5487,UI,dont pink ,P3 normal (vote)  ,,3
4638,5488,UI,cursor feedback move view ,P3 normal (vote)  ,,3
4640,5490,UI,show version info work ,P3 normal (vote)  ,,3
4643,5493,Core,add project reference doesnt update classpath ,P3 normal (vote)  ,,3
4649,5499,UI,smartlinker interface complicate ,P3 normal (vote)  ,,3
4651,5501,SWT,mouse scroll wheel doesnt work ,P3 normal (vote)  ,,3
4655,5505,Debug,remote connect microanalyzer java perspective ,P3 normal (vote)  ,,3
4656,5506,UI,perspective handle ,P3 normal (vote)  ,,3
4666,5516,Debug,open type hierarchy ,P3 normal (vote)  ,,3
4667,5517,UI,template code glitch ,P3 normal (vote)  ,,3
4669,5519,UI,suggestion ,P3 normal (vote)  ,,3
4679,5529,UI,suggestion java creation wizard offer create source folder ,P3 normal (vote)  ,,3
4680,5530,UI,square bracket hide cursor ,P3 normal (vote)  ,,3
4688,5538,Debug,smoke add jre dialog show jar file path ,P3 normal (vote)  ,,3
4694,5544,UI,viewer cursor action start context menu ,P3 normal (vote)  ,,3
4698,5548,UI,navigator do have folder file java perspective ,P3 normal (vote)  ,,3
4704,5554,UI,filter work set state be fool ,P3 normal (vote)  ,,3
4705,5555,SWT,display displaydispose seg fault x ,P3 normal (vote)  ,,3
4710,5560,UI,esc rename dialog rename file ,P3 normal (vote)  ,,3
4718,5568,Team,format library cvsui pluginxml ,P3 normal (vote)  ,,3
4720,5570,UI,refactor menu be addition group ,P3 normal (vote)  ,,3
4731,5581,Resources,version match fragment ,P3 normal (vote)  ,,3
4733,5583,Core,getnonjavaresources do return class file source folder ,P3 normal (vote)  ,,3
4743,5593,UI,pointselectionpage display hardcoded extension name ,P3 normal (vote)  ,,3
4744,5594,Debug,dcr cant expression class file ,P3 normal (vote)  ,,3
4750,5600,UI,tvt plugin name hardcoded preference plugin development pde ,P3 normal (vote)  ,,3
4752,5602,SWT,page cause illegalargumentexception invisiblesmall widget ,P3 normal (vote)  ,,3
4760,5610,Doc,break link ,P3 normal (vote)  ,,3
4761,5611,Doc,gfkicv itpdocuserwin jdt doc context movecuerrorwizardpagecontext ,P3 normal (vote)  ,,3
4767,5617,Core,localdeclarationdelcationsourceend range use statememt ,P3 normal (vote)  ,,3
4769,5619,UI,behaviour closing editor ,P3 normal (vote)  ,,3
4786,5636,UI,dcr cant expression class file ,P3 normal (vote)  ,,3
4793,5643,Debug,need javadoc hover help displayview ,P3 normal (vote)  ,,3
4797,5647,Core,search result differ use menu v dialog ,P3 normal (vote)  ,,3
4801,5651,UI,dcr please split use src bin folder preference ,P3 normal (vote)  ,,3
4805,5655,Debug,change vm use scrapbook page have vm ,P3 normal (vote)  ,,3
4818,5668,Resources,version match fragment ,P3 normal (vote)  ,,3
4820,5670,Debug,relaunch name be ,P3 normal (vote)  ,,3
4821,5671,Debug,pop frame go ,P3 normal (vote)  ,,3
4829,5679,UI,tvt hardcoded string schema editor dialog property ,P3 normal (vote)  ,,3
4838,5688,SWT,javalangstringindexoutofboundsexception select editor preference view ,P3 normal (vote)  ,,3
4841,5691,Core,java formatter indentation w space broken ,P3 normal (vote)  ,,3
4844,5694,Debug,jre be support java ,P3 normal (vote)  ,,3
4846,5696,UserAssistance,search help ,P3 normal (vote)  ,,3
4848,5698,UI,rename project doesnt classpath ,P3 normal (vote)  ,,3
4849,5699,UI,add resourcetransfer package view ,P3 normal (vote)  ,,3
4855,5705,Core,position classcastliteral ,P3 normal (vote)  ,,3
4861,5711,UI,want be edit classpath entry wizard ,P3 normal (vote)  ,,3
4864,5714,Resources,editor remove require tag ,P3 normal (vote)  ,,3
4871,5721,UI,,P3 normal (vote)  ,,3
4880,5730,UI,set default source runtime jar project source folder ,P3 normal (vote)  ,,3
4884,5734,UI,mark require plugins ,P3 normal (vote)  ,,3
4886,5736,UI,compute java path library ,P3 normal (vote)  ,,3
4901,5751,UI,pde launcher require project be select ,P3 normal (vote)  ,,3
4904,5754,Ant,task doesnt ,P3 normal (vote)  ,,3
4910,5760,UI,type hierarchy support extension view pulldown ,P3 normal (vote)  ,,3
4917,5767,Resources,resource problem file link ,P3 normal (vote)  ,,3
4918,5768,UI,editor scroll top delete method outliner ,P3 normal (vote)  ,,3
4924,5774,UI,behaviour click package view ,P3 normal (vote)  ,,3
4928,5778,Text,viewer outlineviewer flicker use refresh label dont change ,P3 normal (vote)  ,,3
4933,5783,Core,problem count be accumulate ,P3 normal (vote)  ,,3
4934,5784,UI,field progress string ,P3 normal (vote)  ,,3
4936,5786,Team,replace stream dialog title miss ,P3 normal (vote)  ,,3
4939,5789,Debug,console empty world example ,P3 normal (vote)  ,,3
4943,5793,UI,search search result presentation ,P3 normal (vote)  ,,3
4944,5794,Core,search doesnt work project ,P3 normal (vote)  ,,3
4954,5804,UI,bug classfileeditorgetcorrespondingelement ,P3 normal (vote)  ,,3
4956,5806,Ant,remove task ,P3 normal (vote)  ,,3
4964,5814,UI,hoverhelp task list ,P3 normal (vote)  ,,3
4965,5815,SWT,setfont refresh problem ,P3 normal (vote)  ,,3
4980,5830,UI,default preference value be ,P3 normal (vote)  ,,3
4993,5843,UI,diff annotation distract edit ,P3 normal (vote)  ,,3
4994,5844,Compare,menu organization replace compare be ,P3 normal (vote)  ,,3
4998,5848,UI,refactoring updating be name ,P3 normal (vote)  ,,3
5001,5851,UI,jar get confuse project delete ,P3 normal (vote)  ,,3
5014,5864,Debug,emulate tostring array type ,P3 normal (vote)  ,,3
5015,5865,UI,package view action set customization ,P3 normal (vote)  ,,3
5027,5877,UI,rename package selection incorrect ,P3 normal (vote)  ,,3
5029,5879,Resources,resourceexception access property manager ,P3 normal (vote)  ,,3
5035,5885,Core,code assist qualify need ,P3 normal (vote)  ,,3
5036,5886,UI,refactoring wizard npe ,P3 normal (vote)  ,,3
5039,5889,UI,npe copy source folder ,P3 normal (vote)  ,,3
5040,5890,Core,exception request type dialog ,P3 normal (vote)  ,,3
5047,5897,UI,textviewer jumpy horizontal scroll line ,P3 normal (vote)  ,,3
5058,5908,UI,tab order hierarchy view have middle toolbar ,P3 normal (vote)  ,,3
5064,5914,UI,inner type code completion get way ,P3 normal (vote)  ,,3
5066,5916,Core,search match ref namelookupfindpackagefragmentroot ,P3 normal (vote)  ,,3
5068,5918,UI,syntax color preview page include link ,P3 normal (vote)  ,,3
5069,5919,UI,view mgmt article create eclipse view focus problem ,P3 normal (vote)  ,,3
5071,5921,UI,word i turn key word ,P3 normal (vote)  ,,3
5072,5922,UI,property page order page ,P3 normal (vote)  ,,3
5073,5923,Core,search field refs find length ,P3 normal (vote)  ,,3
5074,5924,Team,problem check file add ko ,P3 normal (vote)  ,,3
5076,5926,Releng,eclipse install zip file contain permission ,P3 normal (vote)  ,,3
5080,5930,Resources,pointer markermanager ,P3 normal (vote)  ,,3
5096,5946,Debug,npe launchmanagervisitor ,P3 normal (vote)  ,,3
5097,5947,UI,entry parser type list ,P3 normal (vote)  ,,3
5099,5949,UI,eclipse junit plugin delete file create ,P3 normal (vote)  ,,3
5102,5952,Resources,path hashcode equal ,P3 normal (vote)  ,,3
5104,5954,Ant,file kill eclipse r ,P3 normal (vote)  ,,3
5110,5960,UI,java outline show package view enable selection ,P3 normal (vote)  ,,3
5115,5965,UI,wizard class wizard flash interface add button press ,P3 normal (vote)  ,,3
5118,5968,SWT,tooltips dont appear cursor wiggle lot ,P3 normal (vote)  ,,3
5125,5975,UI,task dialog reset button have placement label ,P3 normal (vote)  ,,3
5126,5976,UI,type hierarchy contain duplicate ,P3 normal (vote)  ,,3
5127,5977,Debug,jditestsuite have timing dependency ,P3 normal (vote)  ,,3
5128,5978,Debug,jditestsuite value ,P3 normal (vote)  ,,3
5136,5986,SWT,bidiutil handling wminputlangchange need be fix ,P3 normal (vote)  ,,3
5137,5987,UI,refresh package view switch jar ,P3 normal (vote)  ,,3
5138,5988,Debug,jditestsuite write redirect output ,P3 normal (vote)  ,,3
5139,5989,Resources,property store be ,P3 normal (vote)  ,,3
5141,5991,UI,template proposal be proposal list ,P3 normal (vote)  ,,3
5143,5993,UI,widget have parent ,P3 normal (vote)  ,,3
5145,5995,UI,pin editor have effect ,P3 normal (vote)  ,,3
5146,5996,Core,incorrect recover unit codeassist ,P3 normal (vote)  ,,3
5149,5999,Core,ityperesolvetype return match type be ,P3 normal (vote)  ,,3
5150,6000,UI,click html file jar freeze ide ,P3 normal (vote)  ,,3
5155,6005,UI,doubleclicking problem marker do select text editor ,P3 normal (vote)  ,,3
5158,6008,UI,delete source folder do remove classpath ,P3 normal (vote)  ,,3
5161,6011,Resources,nullpointerexception start eclipse fragment ,P3 normal (vote)  ,,3
5162,6012,UI,delete jar ,P3 normal (vote)  ,,3
5165,6015,Core,search reference parameter search type ,P3 normal (vote)  ,,3
5172,6022,UI,please let change length history file menu ,P3 normal (vote)  ,,3
5180,6030,UI,need allow filename extension register editor ,P3 normal (vote)  ,,3
5181,6031,Resources,eclipseexe offer command line help ,P3 normal (vote)  ,,3
5184,6034,UI,bidi char corrupt use println scrapbook ,P3 normal (vote)  ,,3
5186,6036,Debug,console output doesnt program execution ,P3 normal (vote)  ,,3
5194,6044,UI,field be show outline view ,P3 normal (vote)  ,,3
5197,6047,SWT,setfocus fail setredraw turn ,P3 normal (vote)  ,,3
5198,6048,UI,organize import add import ,P3 normal (vote)  ,,3
5199,6049,UI,save cu show dialog ,P3 normal (vote)  ,,3
5200,6050,UI,reference preference page ,P3 normal (vote)  ,,3
5202,6052,UI,rename disable resource ,P3 normal (vote)  ,,3
5203,6053,UI,copy lose flag ,P3 normal (vote)  ,,3
5204,6054,UI,rename package reset flag refactoring ,P3 normal (vote)  ,,3
5205,6055,UI,rename package do issue warning ,P3 normal (vote)  ,,3
5212,6062,UI,javadoccompletionprocessor be have case sensitivity ,P3 normal (vote)  ,,3
5216,6066,UI,template smartness be ,P3 normal (vote)  ,,3
5217,6067,UI,add property project menu ,P3 normal (vote)  ,,3
5221,6071,UI,plugin prefs page clarify apply target eclipse ,P3 normal (vote)  ,,3
5222,6072,UI,id notify be definition ,P3 normal (vote)  ,,3
5223,6073,Resources,move classfiles create resource ,P3 normal (vote)  ,,3
5226,6076,UI,problem mouse day ,P3 normal (vote)  ,,3
5229,6079,UI,plugin import handle version plugin ,P3 normal (vote)  ,,3
5231,6081,UI,typo jar dialog ,P3 normal (vote)  ,,3
5232,6082,Resources,rename project project project mess everything ,P3 normal (vote)  ,,3
5233,6083,UI,menu use radio item item ,P3 normal (vote)  ,,3
5235,6085,UI,parenthesis match java editor ,P3 normal (vote)  ,,3
5242,6092,UI,javaeditor honor tab width setting javaformatter ,P3 normal (vote)  ,,3
5243,6093,Resources,iresourcegetroot ,P3 normal (vote)  ,,3
5247,6097,Debug,inspector be ,P3 normal (vote)  ,,3
5248,6098,SWT,exceptionaccessviolation run eclipse ,P3 normal (vote)  ,,3
5252,6102,UI,line number column editor ,P3 normal (vote)  ,,3
5253,6103,SWT,menu mnemonic dont work toolbar have focus ,P3 normal (vote)  ,,3
5255,6105,Debug,step accelerator take focus editor ,P3 normal (vote)  ,,3
5256,6106,Update(deprecated-useEclipse>Equinox>p2),software update miss mnemonic ,P3 normal (vote)  ,,3
5262,6112,Debug,run package ignore ,P3 normal (vote)  ,,3
5263,6113,UI,vcm sub menu item replicate popup ,P3 normal (vote)  ,,3
5265,6115,UI,npe renametyperefactoring ,P3 normal (vote)  ,,3
5267,6117,Core,codeformatter set indentation level position mapping deprecate method ,P3 normal (vote)  ,,3
5272,6122,UI,add history indent ,P3 normal (vote)  ,,3
5273,6123,UI,package viewer menu containes disable replace history ,P3 normal (vote)  ,,3
5277,6127,Core,reference class find search interface ref ,P3 normal (vote)  ,,3
5278,6128,Debug,helloworld do print hello world ,P3 normal (vote)  ,,3
5281,6131,UI,type auto activation trigger compare ,P3 normal (vote)  ,,3
5288,6138,Core,reference interface field find ,P3 normal (vote)  ,,3
5292,6142,UI,plugin import do set project reference ,P3 normal (vote)  ,,3
5293,6143,UI,plugin import plugins source ,P3 normal (vote)  ,,3
5301,6151,Core,arrayindexoutofboundsexception objectset ,P3 normal (vote)  ,,3
5304,6154,UI,support deleting field ,P3 normal (vote)  ,,3
5306,6156,Debug,npe deploy action ,P3 normal (vote)  ,,3
5312,6162,UI,nature filter be apply object contribution ,P3 normal (vote)  ,,3
5318,6168,UI,code assist preference auto complete do work ,P3 normal (vote)  ,,3
5320,6170,Core,isourcemanipulationdelete isourcereferencegetsourcerange inconsistent ,P3 normal (vote)  ,,3
5321,6171,SWT,nullpointerexception imageloader save method swtimagejpeg ,P3 normal (vote)  ,,3
5323,6173,UI,bracketmatching disable clear bracket highlight ,P3 normal (vote)  ,,3
5326,6176,Core,eclipse tool index bound ,P3 normal (vote)  ,,3
5328,6178,UI,please add name field copy dialog ,P3 normal (vote)  ,,3
5329,6179,UI,copy rename please select class ,P3 normal (vote)  ,,3
5338,6188,SWT,focusselection problem use editor ,P3 normal (vote)  ,,3
5341,6191,UI,be select content string ,P3 normal (vote)  ,,3
5345,6195,UI,npe objectactioncontributormanager ,P3 normal (vote)  ,,3
5346,6196,UI,item select default selection dialog ,P3 normal (vote)  ,,3
5348,6198,SWT,focus lose tab folder switching page ,P3 normal (vote)  ,,3
5352,6202,Text,findreplace findreplace dialog be ,P3 normal (vote)  ,,3
5355,6205,UI,way get view id view part ,P3 normal (vote)  ,,3
5357,6207,UI,java project property dialog grow taller screen ,P3 normal (vote)  ,,3
5376,6226,UI,font render editor ,P3 normal (vote)  ,,3
5377,6227,UI,bracket matching ,P3 normal (vote)  ,,3
5379,6229,UI,start test case use eclipse junit launcher ,P3 normal (vote)  ,,3
5389,6239,SWT,accent lose combobox portuguese ,P3 normal (vote)  ,,3
5392,6242,UI,close view disable instance perspective ,P3 normal (vote)  ,,3
5395,6245,UI,npe refactoring wizard ,P3 normal (vote)  ,,3
5396,6246,UI,editor preference use keywords type be ,P3 normal (vote)  ,,3
5399,6249,UI,template edition be need ,P3 normal (vote)  ,,3
5400,6250,Compare,nullpointerexception editting view ,P3 normal (vote)  ,,3
5403,6253,UI,extension point ,P3 normal (vote)  ,,3
5404,6254,UI,property dialog location label iresource info property ,P3 normal (vote)  ,,3
5405,6255,UI,method incorrect method create diff ,P3 normal (vote)  ,,3
5406,6256,Debug,npe select process process view ,P3 normal (vote)  ,,3
5407,6257,UI,note be name jdtui ,P3 normal (vote)  ,,3
5409,6259,Core,dcr iclasspathentry javadoc location ,P3 normal (vote)  ,,3
5411,6261,UI,proposal do work ,P3 normal (vote)  ,,3
5417,6267,UI,context switch ibm vm ,P3 normal (vote)  ,,3
5419,6269,UI,ctrlshiftm do work ,P3 normal (vote)  ,,3
5423,6273,Resources,open java perspective ,P3 normal (vote)  ,,3
5428,6278,UI,work set filter doesnt pick file ,P3 normal (vote)  ,,3
5432,6282,UI,closing comment slash ,P3 normal (vote)  ,,3
5442,6292,UI,npe doublerightclicking ant ioexception ,P3 normal (vote)  ,,3
5444,6294,Core,exception set classpath ,P3 normal (vote)  ,,3
5449,6299,UI,javaworkbenchadapter do provide image ,P3 normal (vote)  ,,3
5456,6306,UI,shortcut operation cu level ,P3 normal (vote)  ,,3
5457,6307,UI,duplicate feature ,P3 normal (vote)  ,,3
5459,6309,UI,goto type dialog navigator trim enter value ,P3 normal (vote)  ,,3
5466,6316,UI,f window do close focus lose ,P3 normal (vote)  ,,3
5467,6317,UI,select outline scroll text viewer ,P3 normal (vote)  ,,3
5470,6320,Compare,edit view do show conflicting change ,P3 normal (vote)  ,,3
5473,6323,UI,npe menu search view ,P3 normal (vote)  ,,3
5478,6328,SWT,segmentation violation close preference dialog linux ,P3 normal (vote)  ,,3
5479,6329,UI,ctrlaltminus choice accelerator ,P3 normal (vote)  ,,3
5480,6330,Team,synchronize stream problem ,P3 normal (vote)  ,,3
5482,6332,UI,fragment development ignores match type ,P3 normal (vote)  ,,3
5487,6337,UI,eclipse junit terminate vm test case have be execute ,P3 normal (vote)  ,,3
5492,6342,Core,code assist intrefaceconstructors ,P3 normal (vote)  ,,3
5500,6350,UI,import wizard select type operation ,P3 normal (vote)  ,,3
5502,6352,SWT,editor doesnt get activate reveal match ,P3 normal (vote)  ,,3
5503,6353,Resources,stringindexoutofbounds validate path ,P3 normal (vote)  ,,3
5505,6355,UI,code assist window screen ,P3 normal (vote)  ,,3
5506,6356,UI,outliner have delete action ,P3 normal (vote)  ,,3
5508,6358,UI,exception expand node naviagtor ,P3 normal (vote)  ,,3
5513,6363,Resources,problem set project location ,P3 normal (vote)  ,,3
5517,6367,UI,eclipse hang class rename operation ,P3 normal (vote)  ,,3
5519,6369,UI,save menu be enable ,P3 normal (vote)  ,,3
5523,6373,Team,replace withstream content doesnt ,P3 normal (vote)  ,,3
5524,6374,UI,view show class file class ,P3 normal (vote)  ,,3
5532,6382,UI,icon visibility expect ,P3 normal (vote)  ,,3
5533,6383,Text,contribution issue status line contribution ,P3 normal (vote)  ,,3
5534,6384,UI,find productini ,P3 normal (vote)  ,,3
5538,6388,Debug,variable view field button be backwards ,P3 normal (vote)  ,,3
5546,6396,UI,switch view ctrlf show editor ,P3 normal (vote)  ,,3
5553,6403,Ant,reference netcomponentsjar ,P3 normal (vote)  ,,3
5554,6404,UI,editor status line column number method editor ,P3 normal (vote)  ,,3
5556,6406,SWT,j ime position incorrect ,P3 normal (vote)  ,,3
5560,6410,UI,file dirty code assist ,P3 normal (vote)  ,,3
5561,6411,Debug,vm install require ,P3 normal (vote)  ,,3
5563,6413,UI,temp inlining ,P3 normal (vote)  ,,3
5564,6414,UI,inline temp activate selection ,P3 normal (vote)  ,,3
5565,6415,Compare,arrow go beep ,P3 normal (vote)  ,,3
5566,6416,Core,code resolve work message send parameter be ,P3 normal (vote)  ,,3
5570,6420,UserAssistance,help perspective position undock ,P3 normal (vote)  ,,3
5572,6422,Core,resource copy occur source folder output ,P3 normal (vote)  ,,3
5573,6423,Core,search do find declaration method tostring ,P3 normal (vote)  ,,3
5575,6425,SWT,motif inconsistency ,P3 normal (vote)  ,,3
5579,6429,Core,declaration source start incorrect variable ,P3 normal (vote)  ,,3
5583,6433,Core,declaration source start incorrect variable ,P3 normal (vote)  ,,3
5589,6439,UI,change default highlight color bracket matching grey ,P3 normal (vote)  ,,3
5590,6440,UI,java editor change lose save ,P3 normal (vote)  ,,3
5598,6448,UI,save editor be ,P3 normal (vote)  ,,3
5603,6453,Resources,create java perspective ,P3 normal (vote)  ,,3
5605,6455,Core,npe kill javaindexer thread ,P3 normal (vote)  ,,3
5609,6459,UI,usability work set avoidance ,P3 normal (vote)  ,,3
5614,6464,UI,view button have menu ,P3 normal (vote)  ,,3
5615,6465,Text,code assist do work front comment ,P3 normal (vote)  ,,3
5623,6473,Core,javaconventions use iworkspace validate method ,P3 normal (vote)  ,,3
5624,6474,UI,search isnt text search ,P3 normal (vote)  ,,3
5629,6479,UI,npe view mouse click ,P3 normal (vote)  ,,3
5634,6484,Debug,ability adaptor ,P3 normal (vote)  ,,3
5641,6491,Core,resource folder doesnt appear root ,P3 normal (vote)  ,,3
5654,6504,Core,type hierarchy subtypes jar project find ,P3 normal (vote)  ,,3
5662,6512,UI,way override superimplementation ,P3 normal (vote)  ,,3
5666,6516,SWT,arrayindexoutofboundsexception client ,P3 normal (vote)  ,,3
5678,6528,Core,invocationtargetexception try search ,P3 normal (vote)  ,,3
5681,6531,UI,template dialog ,P3 normal (vote)  ,,3
5682,6532,UI,template insert popup doesnt disappear ,P3 normal (vote)  ,,3
5685,6535,UI,javadoc tooltip doesnt handle html markup ,P3 normal (vote)  ,,3
5686,6536,UI,add javadoc field th do nothing ,P3 normal (vote)  ,,3
5687,6537,UI,javadoc format help do handle p ,P3 normal (vote)  ,,3
5688,6538,Core,searchdeclarationsof incorrect ,P3 normal (vote)  ,,3
5689,6539,UI,warning subcu delete ,P3 normal (vote)  ,,3
5690,6540,UI,npe inline temp ,P3 normal (vote)  ,,3
5694,6544,UI,conflict mneumonic codeformatter preference page ,P3 normal (vote)  ,,3
5702,6552,UI,shift ignore setting ,P3 normal (vote)  ,,3
5704,6554,Resources,api javadoc need add ,P3 normal (vote)  ,,3
5706,6556,UI,entry do include jar ,P3 normal (vote)  ,,3
5707,6557,UI,instantiate view orgeclipsepderuntimelogview ,P3 normal (vote)  ,,3
5715,6565,UI,pde preference page use name plug in ,P3 normal (vote)  ,,3
5718,6568,UI,file rename inline editor stay click view ,P3 normal (vote)  ,,3
5719,6569,UI,software update remove do remove plugin ,P3 normal (vote)  ,,3
5721,6571,UI,perspective customize dialog open window ,P3 normal (vote)  ,,3
5729,6579,UI,package view manifestmf jar file ,P3 normal (vote)  ,,3
5731,6581,Debug,enable button attach source dialog ,P3 normal (vote)  ,,3
5735,6585,Team,confuse dialog catchup conflict ,P3 normal (vote)  ,,3
5736,6586,Core,nullpointerexception resource modification do java model be ,P3 normal (vote)  ,,3
5741,6591,UI,entry code assist ,P3 normal (vote)  ,,3
5745,6595,UI,java project have project reference page ,P3 normal (vote)  ,,3
5750,6600,Ant,toolsjar be find run eclipse use jdk jre ,P3 normal (vote)  ,,3
5759,6609,Resources,npe propertymanager start jdt ui ,P3 normal (vote)  ,,3
5760,6610,UI,string separation tool ,P3 normal (vote)  ,,3
5761,6611,UI,task list do update jar file select ,P3 normal (vote)  ,,3
5762,6612,SWT,change font dialog segfaults ,P3 normal (vote)  ,,3
5771,6621,Core,npe delta processor ,P3 normal (vote)  ,,3
5774,6624,Resources,typo javadoc boolean iprogressmonitor ,P3 normal (vote)  ,,3
5779,6629,Core,open selection do work linux ,P3 normal (vote)  ,,3
5781,6631,Resources,registry cache doesnt handle matchperfect etc fragment ,P3 normal (vote)  ,,3
5783,6633,Resources,search us localelibname localelibname ,P3 normal (vote)  ,,3
5784,6634,Resources,search order jar file include fragment directory ,P3 normal (vote)  ,,3
5786,6636,UI,duplicate function textrange sourcerange ,P3 normal (vote)  ,,3
5789,6639,UI,indexoutofbounds exception jre preference page ,P3 normal (vote)  ,,3
5792,6642,SWT,toolbar miss etch border window ,P3 normal (vote)  ,,3
5798,6648,UserAssistance,tolerate href ,P3 normal (vote)  ,,3
5799,6649,Resources,deadlock eclipse be awhile ,P3 normal (vote)  ,,3
5819,6669,Core,search doesnt find reference field be use initialization ,P3 normal (vote)  ,,3
5823,6673,Resources,problem save state workbench ,P3 normal (vote)  ,,3
5825,6675,UI,java source editor be source file be writeprotected ,P3 normal (vote)  ,,3
5826,6676,UI,property view property sheet say property page say ,P3 normal (vote)  ,,3
5831,6681,UI,bug recreating project ,P3 normal (vote)  ,,3
5840,6690,Core,codeassist find type classpath ,P3 normal (vote)  ,,3
5841,6691,UI,hierarchy view show inherit member show member ,P3 normal (vote)  ,,3
5842,6692,SWT,cross cursor be break window ,P3 normal (vote)  ,,3
5844,6694,Resources,overlap class jar file ,P3 normal (vote)  ,,3
5847,6697,UI,ruler isnt ,P3 normal (vote)  ,,3
5849,6699,UI,save flush stack ,P3 normal (vote)  ,,3
5851,6701,UI,code assist java hint align ,P3 normal (vote)  ,,3
5853,6703,SWT,exception code exit workbench ,P3 normal (vote)  ,,3
5858,6708,Resources,resourceexception attempt set content file have be copy ,P3 normal (vote)  ,,3
5863,6713,UI,view toolbars return isempty be call ,P3 normal (vote)  ,,3
5869,6719,Core,localtypedeclarationtraverse ,P3 normal (vote)  ,,3
5873,6723,SWT,label buttoncomputesize return incorrect value ,P3 normal (vote)  ,,3
5875,6725,SWT,mouse button paste miss ,P3 normal (vote)  ,,3
5878,6728,UI,targetids undocumented ,P3 normal (vote)  ,,3
5880,6730,SWT,exception dnd ,P3 normal (vote)  ,,3
5884,6734,UI,parentchecking import export dialog ,P3 normal (vote)  ,,3
5890,6740,Core,problem delete project ,P3 normal (vote)  ,,3
5892,6742,UI,copy use dd rename ,P3 normal (vote)  ,,3
5898,6748,Team,accessibility cannot access field cv location dialog tab key ,P3 normal (vote)  ,,3
5905,6755,UI,version perspective ,P3 normal (vote)  ,,3
5906,6756,UI,perspective combobox tooltip ,P3 normal (vote)  ,,3
5914,6764,UI,bracket work ,P3 normal (vote)  ,,3
5922,6772,Build,code inittemplate task ,P3 normal (vote)  ,,3
5928,6778,SWT,miss character toolbar ,P3 normal (vote)  ,,3
5933,6783,Debug,console steal focus write output ,P3 normal (vote)  ,,3
5937,6787,UI,cant self encapsulate field be base type ,P3 normal (vote)  ,,3
5949,6799,Core,duplicate type collision ,P3 normal (vote)  ,,3
5950,6800,UI,npe import wizard ,P3 normal (vote)  ,,3
5960,6810,Ant,antrunner take argument need ,P3 normal (vote)  ,,3
5965,6815,Debug,click line console do type ,P3 normal (vote)  ,,3
5967,6817,Debug,j launch doesnt work ,P3 normal (vote)  ,,3
5968,6818,UI,please provide ability exportimport template ,P3 normal (vote)  ,,3
5972,6822,UI,get way splitting line ,P3 normal (vote)  ,,3
5981,6831,UI,show method be work ,P3 normal (vote)  ,,3
5986,6836,UI,work set mnemonic issue ,P3 normal (vote)  ,,3
5987,6837,UI,work set deficiency ,P3 normal (vote)  ,,3
5989,6839,Core,alltypessearchengine return class ,P3 normal (vote)  ,,3
5992,6842,UI,change browser need hourglass save ,P3 normal (vote)  ,,3
5993,6843,UI,work set deficiencies ,P3 normal (vote)  ,,3
5994,6844,UI,level keywords add space font ,P3 normal (vote)  ,,3
5996,6846,UI,jar exorter problem metainf ,P3 normal (vote)  ,,3
6005,6855,UI,illegalargumentexception view ,P3 normal (vote)  ,,3
6006,6856,SWT,default button dialog ,P3 normal (vote)  ,,3
6007,6857,UI,illegalargumentexception show search result ,P3 normal (vote)  ,,3
6009,6859,Update(deprecated-useEclipse>Equinox>p2),updateuiforms plugin provider string be ,P3 normal (vote)  ,,3
6010,6860,UI,template forarray insert qualify name temp name ,P3 normal (vote)  ,,3
6011,6861,SWT,coolbar problem list ,P3 normal (vote)  ,,3
6012,6862,Debug,add watchpoint outlineview be ,P3 normal (vote)  ,,3
6013,6863,SWT,remain issue coolbar coolitem ,P3 normal (vote)  ,,3
6015,6865,Core,open selection find content rtjar ,P3 normal (vote)  ,,3
6017,6867,Core,performance abysmal network ,P3 normal (vote)  ,,3
6022,6872,UI,default font ,P3 normal (vote)  ,,3
6026,6876,Resources,pathisprefixof incorrect root path ,P3 normal (vote)  ,,3
6028,6878,UI,lose perspective ,P3 normal (vote)  ,,3
6034,6884,UI,doesnt scroll window ,P3 normal (vote)  ,,3
6035,6885,Core,reference field find ,P3 normal (vote)  ,,3
6039,6889,Core,typehierarchy type ,P3 normal (vote)  ,,3
6043,6893,Core,localtypedeclaration include comment be statement ,P3 normal (vote)  ,,3
